trace_id,T,K,gt_step,gt_agent,pred_step,pred_agent,blame_set_size,theta_bar_max,step_hit,agent_hit,joint_hit,omd_converged,init_V_final,final_V_final,theta_drift_linf,init_argmax,final_argmax,omd_changed_pred
0,7,3,1,Verification_Expert,3,ArithmeticProgressions_Expert,3,0.999996290685342,0,0,0,0,2.5790563305558463,2.528475142649498,0.053844652082585265,3,3,0
1,10,3,3,DataVerification_Expert,3,DataVerification_Expert,2,0.9610985030673096,1,1,1,0,2.4065640472458707,2.3564531993105646,0.027019868036475492,3,3,0
2,10,3,0,WebServing_Expert,0,WebServing_Expert,2,0.977084597617653,1,1,1,0,2.4753558215904494,2.398923622624679,0.03172704782645777,0,0,0
3,7,3,1,Probability_Expert,1,Probability_Expert,2,0.999999,1,1,1,1,2.6494043365967883,2.622587517967406,0.03255522883846226,1,1,0
4,10,3,0,YouTubeDownload_Expert,6,ResultVerification_Expert,2,0.9469004486541609,0,0,0,0,2.3991621713894933,2.352897039602221,0.9499989999999999,6,6,0
5,10,3,5,PythonProgramming_Expert,2,PythonProgramming_Expert,4,0.999997894495699,0,1,0,0,2.3047823442715742,2.287647010574412,0.9499989999999999,1,2,1
6,9,3,2,ProblemSolving_Expert,1,Computer_terminal,6,0.9999988265611868,0,0,0,0,2.3513610992537965,2.4130938753452704,0.9499989895015132,2,1,1
7,8,3,0,Geometry_Expert,4,VerificationExpert,5,0.9999989290188391,0,0,0,0,2.5510029648453303,2.5104302297288377,0.049999000000000016,4,4,0
8,6,3,1,Tizin_Translation_Expert,2,Verification_Expert,5,0.9999988956066876,0,0,0,1,2.74007287700625,2.740069891860666,7.896137428353711e-07,1,2,1
9,10,3,1,Narration_Expert,4,Verification_Expert,5,0.9813300413721426,0,0,0,0,2.446255208583339,2.3719264827329862,0.05021936878530553,0,4,1
10,5,3,0,TextExtraction_Expert,3,DataManipulation_Expert,2,0.999999,0,0,0,1,2.676190797031408,2.6761887079123987,0.01406035878409262,3,3,0
11,10,3,8,AnimalBehavior_Expert,8,BirdSpeciesIdentification_Expert,3,0.999998867240302,1,0,0,0,2.2595336156491848,2.27743577030683,0.9499989999999999,6,8,1
12,10,3,3,Paintball_Expert,6,Computer_terminal,2,0.999999,0,0,0,0,2.3591582031525795,2.4126666323600783,0.9499989999999999,5,6,1
13,7,3,4,Marathon_Expert,1,CelestialPhysics_Expert,4,0.9922863453600409,0,0,0,0,2.5334849216517723,2.4409479863453676,0.03571333185969916,1,1,0
14,8,3,1,Literary_Analysis_Expert,0,NorseMythology_Expert,2,0.9697699316049583,0,0,0,0,2.5674605913558004,2.5408023589323356,0.9499989999999999,0,0,0
15,10,3,5,ScientificPaperAnalysis_Expert,4,ScientificPaperAnalysis_Expert,4,0.9999976032306526,0,1,0,0,2.3860720150109094,2.4072938828717465,0.04999760323065261,5,4,1
16,10,3,8,DataAnalysis_Expert,1,DataVerification_Expert,6,0.999999,0,0,0,1,2.3007329719989356,2.4212262944125618,0.9499989999999999,0,1,1
17,10,3,5,AcademicPublication_Expert,8,AcademicPublication_Expert,4,0.9999979642996516,0,1,0,0,2.2006662844617573,2.213882122030438,0.9499979642996516,5,8,1
18,10,3,3,BingAPI_Expert,1,BingAPI_Expert,3,0.9,0,1,0,0,2.260194404738214,2.212306336588352,0.9499989999999999,1,1,0
19,10,3,5,Validation_Expert,7,Validation_Expert,3,0.9868959456220212,0,1,0,0,2.4062494619048134,2.256006649216055,0.05317885536757494,4,7,1
20,10,3,4,Statistics_Expert,0,Statistics_Expert,4,0.9794869699322032,0,1,0,0,2.387794715740875,2.291626084782724,0.049661234111993524,0,0,0
21,10,3,1,Statistics_Expert,3,Verification_Expert,1,0.93,0,0,0,0,2.4055572513775028,2.3940759142001338,0.018121561771291594,3,3,0
22,9,3,3,Verification_Expert,6,Computer_terminal,5,0.999999,0,0,0,0,2.543369148188501,2.530456626967405,0.9499989999999999,5,6,1
23,6,3,1,Cubing_Expert,1,Cubing_Expert,2,0.9780931021657887,1,1,1,0,2.602845089157467,2.567280240781337,0.05702919668799644,1,1,0
24,10,3,3,DataAnalysis_Expert,3,DataAnalysis_Expert,3,0.999999,1,1,1,0,2.402342125538476,2.4764694508984464,0.9499989999999999,5,3,1
25,7,3,2,Verification_Expert,1,AnalyticalReasoning_Expert,2,0.999995745631716,0,0,0,0,2.5811713419661246,2.5573212291912313,0.05168983290428063,1,1,0
26,10,3,5,Validation_Expert,5,Validation_Expert,5,0.9999976990323659,1,1,1,0,2.383421797787005,2.3773873766289437,0.9499976990323659,2,5,1
27,6,3,0,Lyrics_Expert,1,MusicHistorian_Expert,3,0.999999,0,0,0,0,2.6144790181097703,2.607929366790612,0.007491273267629365,1,1,0
28,10,3,1,Filmography_Expert,4,IMDB_Ratings_Expert,5,0.963977592642258,0,0,0,0,2.3836373695322575,2.2862664189731503,0.04928756764889623,2,4,1
29,7,3,1,Verification_Expert,0,Verification_Expert,4,0.999999,0,1,0,0,2.4553178939933997,2.4702536850959733,0.9499989999999999,4,0,1
30,6,3,1,Mesopotamian_Number_Systems_Expert,1,Mesopotamian_Number_Systems_Expert,4,0.9527195494273166,1,1,1,0,2.6119658779384216,2.554070068122829,0.049427188206891626,1,1,0
31,10,3,5,Validation_Expert,5,Validation_Expert,5,0.9999976449152054,1,1,1,0,2.4421706283030926,2.4579148784039653,0.9499976449152053,0,5,1
32,10,3,1,Verification_Expert,9,Grocery_Expert,6,0.999999,0,0,0,0,2.319178636032452,2.4044008850247,0.9499989527953087,9,9,0
33,6,3,0,PythonDebugging_Expert,0,PythonDebugging_Expert,2,0.9999973472256555,1,1,1,1,2.555270166987117,2.4975607795302333,0.03472986086633478,0,0,0
34,10,3,0,PythonDebugging_Expert,0,PythonDebugging_Expert,4,0.9908608665372175,1,1,1,0,2.342040101116983,2.2188979493093868,0.030791491293989053,0,0,0
35,10,3,5,MartialArts_Expert,3,NYC_Local_Expert,4,0.9940718718795382,0,0,0,0,2.4796104370253147,2.468300932805281,0.9499989490591538,3,3,0
36,9,3,7,Chess_Expert,8,,0,0.09999941254544668,0,0,0,0,2.3992278290413536,2.3864253563947178,0.9499989999999999,7,8,1
37,9,3,7,Reviews_Expert,2,Computer_terminal,3,0.999999,0,0,0,0,2.356627254031432,2.4063879434607127,0.9499989999999999,3,2,1
38,8,3,6,Verification_Expert,3,Fitness_Expert,2,0.9371786824630706,0,0,0,0,2.467312932852165,2.457589815825708,0.9499989999999999,5,3,1
39,9,3,3,WomenInComputerScienceHistory_Expert,6,WomenInComputerScienceHistory_Expert,5,0.9999975572776293,0,1,0,0,2.5211150995290406,2.5471290801909228,0.9499975572776292,0,6,1
40,10,3,1,DataExtraction_Expert,0,DataExtraction_Expert,4,0.999999,0,1,0,0,2.4037447491984363,2.391714453812252,0.9499989999999999,1,0,1
41,10,3,0,FinancialData_Expert,4,Verification_Expert,2,0.9018113677107324,0,0,0,0,2.4451127643060304,2.4219633223108405,0.04818863228926751,4,4,0
42,10,3,4,Verification_Expert,7,Verification_Expert,4,0.9808576847264588,0,1,0,0,2.3923881882122497,2.35677869785124,0.051050575373610727,1,7,1
43,7,3,3,Culinary_Expert,6,AudioProcessing_Expert,3,0.9909830890275071,0,0,0,0,2.558719429836201,2.5399865736547897,0.9499989999999999,6,6,0
44,10,3,3,Verification_Expert,4,Chinese_Political_History_Expert,3,0.999999,0,0,0,0,2.430111592012005,2.3525599086406386,0.9499989999999999,4,4,0
45,10,3,8,Validation_Expert,8,Validation_Expert,6,0.9926819446211544,1,1,1,0,2.2742804803525716,2.297324696404961,0.9499989999999999,0,8,1
46,6,3,1,BiblicalScholar_Expert,2,MiddleEasternHistory_Expert,3,0.999999,0,0,0,1,2.6412904562357453,2.6412904722442567,1.285868993505801e-07,1,2,1
47,6,3,0,PythonDebugging_Expert,0,PythonDebugging_Expert,3,0.9915712181594294,1,1,1,0,2.622290552111358,2.622259535767363,0.013729810086515637,0,0,0
48,10,3,1,DataVerification_Expert,0,MarioKart8Deluxe_Expert,4,0.999999,0,0,0,0,2.4027977294345058,2.3780721607242348,0.979999,0,0,0
49,10,3,0,PythonDebugging_Expert,2,,0,0.10163488807908991,0,0,0,0,2.465874799288389,2.340375392210184,0.05163488807908986,2,2,0
50,10,3,4,HistoricalWeatherData_Expert,7,Computer_terminal,2,0.95,0,0,0,0,2.31498125299404,2.3791499992079985,0.9499977687782308,6,7,1
51,6,3,0,Excel_Expert,1,Computer_terminal,2,0.999999,0,0,0,0,2.638717254909508,2.638912907826252,0.01212277542835171,1,1,0
52,9,3,6,BenAndJerrysFlavors_Expert,6,BenAndJerrysFlavors_Expert,3,0.999999,1,1,1,0,2.471837814018208,2.5222563160592593,0.969999,0,6,1
53,6,3,4,FilmCritic_Expert,4,JamesBondFilms_Expert,3,0.9799009364327305,1,0,0,0,2.650214280800367,2.604084517690423,0.03298337927421702,4,4,0
54,10,3,8,Research_Expert,8,Research_Expert,3,0.93,1,1,1,0,2.3440978349213424,2.280063131581289,0.04687530977231569,4,8,1
55,10,3,8,Corporate_Governance_Expert,4,Corporate_Governance_Expert,4,0.9764276525757628,0,1,0,0,2.571818789572625,2.5211351638948267,0.052820872824893006,4,4,0
56,10,3,3,DataAnalysis_Expert,7,DataAnalysis_Expert,2,0.999997595784233,0,1,0,0,2.4570771488347005,2.466579244248727,0.9499989999999999,9,7,1
57,10,3,6,InformationVerification_Expert,0,InformationVerification_Expert,5,0.9999982919840383,0,1,0,0,2.328796142219308,2.379297210149933,0.9799897905782966,6,0,1
58,7,3,1,Behavioral_Expert,1,Behavioral_Expert,3,0.9999987979219851,1,1,1,0,2.7339781573464337,2.7338523553037613,0.002526400894680432,1,1,0
59,10,3,1,VideoContentAnalysis_Expert,5,VideoContentAnalysis_Expert,2,0.9999979972605847,0,1,0,0,2.267773910565138,2.2167618297718183,0.9499979972605846,0,5,1
60,7,3,2,Verification_Expert,3,Computer_terminal,1,0.9913215590819994,0,0,0,0,2.5889640451860765,2.563977228057788,0.03408979032512899,3,3,0
61,7,3,0,Library_Database_Expert,6,Library_Database_Expert,2,0.9594072781775026,0,1,0,0,2.4886283330634997,2.4639885986010346,0.02689349998319246,6,6,0
62,10,3,5,Federico_Lauria_Expert,3,Federico_Lauria_Expert,5,0.9086616701801206,0,1,0,1,2.2877312872367126,2.1798475503496086,0.9499989999999999,3,3,0
63,10,3,8,DataVerification_Expert,8,DataVerification_Expert,2,0.9462438634618483,1,1,1,0,2.46855529088295,2.443075567685708,0.9499989999999999,2,8,1
64,5,3,1,Verification_Expert,0,Verification_Expert,3,0.995571822251057,0,1,0,0,2.7020592008509023,2.6867059099725883,0.015571822251057021,0,0,0
65,5,3,1,Verification_Expert,1,MBTA_FranciscoFoxboroLine_Expert,4,0.9999988880031674,1,0,0,0,2.77729637438095,2.8249818885869393,0.9499972056519403,1,1,0
66,5,3,1,PublicationData_Expert,3,VerificationExpert,2,0.9368874540332213,0,0,0,0,2.6145407887672496,2.625010460669187,0.9799975103862332,0,3,1
67,10,3,1,SpeciesSightingsData_Expert,1,SpeciesSightingsData_Expert,2,0.9903596005305569,1,1,1,0,2.272911629763189,2.24129326864368,0.9499989999999999,1,1,0
68,6,3,1,VideoContentAnalysis_Expert,2,Computer_terminal,2,0.9999988556131574,0,0,0,1,2.517345240687689,2.5808767299173234,0.9499989851144659,0,2,1
69,7,3,1,VideoAnalysis_Expert,1,Validation_Expert,5,0.999999,1,0,0,1,2.6150202325704024,2.566082572030771,0.9499989999999999,1,1,0
70,10,3,0,PythonDebugging_Expert,4,PythonDebugging_Expert,2,0.999999,0,1,0,0,2.350895703237141,2.2558813888644087,0.031294246140031116,4,4,0
71,8,3,6,Verification_Expert,6,Bioinformatics_Expert,4,0.9430916585829806,1,0,0,0,2.4298467955173733,2.375159616948839,0.05460091295504654,6,6,0
72,10,3,2,Validation_Expert,9,Computer_terminal,2,0.999998594414354,0,0,0,0,2.395848580518371,2.3349952309307644,0.04411932602105144,9,9,0
73,10,3,8,Verification_Expert,7,DataAnalysis_Expert,4,0.999999,0,0,0,0,2.4420150233910505,2.4574006550683047,0.9499976189946229,7,7,0
74,10,3,6,Geometry_Expert,0,Geometry_Expert,4,0.99225779972427,0,1,0,0,2.4696063808138566,2.465757324725267,0.01283791542338765,0,0,0
75,9,3,5,Verification_Expert,0,DataCollection_Expert,3,0.9999987937882853,0,0,0,0,2.433064655458437,2.4526239830884244,0.9499989206231916,3,0,1
76,6,3,0,DataAnalysis_Expert,0,DataAnalysis_Expert,3,0.9813357751865969,1,1,1,0,2.5821666025912022,2.5814081612439512,0.016872559978677287,0,0,0
77,10,3,4,ModelEvaluation_Interpretation_Expert,1,Physics_Expert,5,0.999997932351884,0,0,0,0,2.201165976311587,2.210132265760609,0.9499989999999999,6,1,1
78,10,3,8,API_Expert,0,API_Expert,4,0.9999974455052547,0,1,0,0,2.5507185111859387,2.5753082274783057,0.9499989999999999,2,0,1
79,10,3,1,MilitaryHistory_Expert,9,Whitney_Collection_Expert,5,0.9549820775397966,0,0,0,0,2.305375517409284,2.234230085831604,0.9499989999999999,9,9,0
80,10,3,8,InformationExtraction_Expert,5,Computer_terminal,1,0.999999,0,0,0,0,2.2783674581975393,2.255727139934022,0.9499989999999999,4,5,1
81,10,3,1,WebDevelopment_Expert,0,Web_Design_Expert,2,0.936875225654719,0,0,0,0,2.332841228695152,2.3048493585457988,0.051053950211235585,0,0,0
82,10,3,4,ArtHistory_Expert,5,ArtHistory_Expert,4,0.9999978679741707,0,1,0,0,2.2210672903393895,2.229890684782407,0.9499978679741706,4,5,1
83,10,3,0,ISBNCheckDigit_Expert,0,ISBNCheckDigit_Expert,1,0.9380233295647155,1,1,1,0,2.4402252747596878,2.3754021729690624,0.03454060122877384,0,0,0
84,10,3,3,WebServing_Expert,3,WebServing_Expert,3,0.9904845038855664,1,1,1,0,2.3305734186584077,2.362887581776102,0.9499978113114624,3,3,0
85,8,3,5,CorporateHistory_IPOs_MondayCom_Expert,3,CorporateHistory_IPOs_MondayCom_Expert,2,0.999999,0,1,0,0,2.4802846046705604,2.531611979498575,0.9499989999999999,5,3,1
86,10,3,8,Blu-Ray_Expert,8,,0,0.12145309185791921,1,0,0,0,2.370908816602658,2.3625622871445926,0.02145309185791923,0,8,1
87,7,3,3,Verification_Expert,3,WebServing_Expert,4,0.999999,1,0,0,0,2.637778629800902,2.6196895512181304,0.03589862142460867,0,3,1
88,9,3,1,Music_Critic_Expert,3,Computer_terminal,3,0.9902790615474358,0,0,0,0,2.3762104008840477,2.2675741465533386,0.05300816245394596,3,3,0
89,8,3,4,Verification_Expert,0,Computer_terminal,4,0.999999,0,0,0,0,2.4674723563413146,2.4403122164297715,0.9499989999999999,4,0,1
90,8,3,4,Locomotive_Expert,2,Locomotive_Expert,2,0.9999962268663866,0,1,0,0,2.590292340197625,2.5658913974672686,0.9499989999999999,2,2,0
91,10,3,5,MusicTheory_Expert,5,MusicTheory_Expert,4,0.9519613434136074,1,1,1,0,2.344322949298971,2.301318755961742,0.9499989999999999,7,5,1
92,10,3,4,AlgorithmDesign_Expert,4,Computer_terminal,4,0.9999988418094045,1,0,0,0,2.4375087294314155,2.4137359562551857,0.9499989999999999,4,4,0
93,7,3,1,Data_Collection_Expert,0,Data_Collection_Expert,4,0.999999,0,1,0,0,2.5270280426481118,2.506450793893343,0.9499989999999999,0,0,0
94,6,3,0,PythonDebugging_Expert,5,PythonDebugging_Expert,2,0.999999,0,1,0,1,2.676889772824702,2.6768898415037987,6.190943940019875e-08,0,5,1
95,10,3,1,DataExtraction_Expert,4,DataExtraction_Expert,1,0.9999976814053899,0,1,0,0,2.406389072291237,2.415529367039611,0.9499976814053899,6,4,1
96,8,3,2,Tickets_Pricing_Expert,3,Tickets_Pricing_Expert,3,0.999997797628049,0,1,0,1,2.4925590926045422,2.4925543178787315,0.013884963278651297,3,3,0
97,10,3,7,Poetry_Expert,7,Poetry_Expert,8,0.999999,1,1,1,1,2.3762946521154493,2.3141028119768614,0.9999979999999999,7,7,0
98,7,3,0,JSON_Expert,0,Computer_terminal,3,0.999997610904771,1,0,0,0,2.5312152967737225,2.5776229028971076,0.949997610904771,0,0,0
99,6,3,2,Polish_TV_Series_Expert,1,PolishLanguage_Expert,2,0.9929734323308722,0,0,0,0,2.5949685999723577,2.5578916865871655,0.03478806736131747,1,1,0
100,8,3,2,HawaiiRealEstate_Expert,3,Validation_Expert,2,0.991278638783604,0,0,0,0,2.499264858880939,2.4313631293737172,0.030570687185905027,2,3,1
101,8,3,0,PythonDebugging_Expert,4,Verification_Expert,1,0.9459897946019628,0,0,0,0,2.5208717169282475,2.45668306712123,0.03401020539803723,4,4,0
102,10,3,1,WaybackMachine_Expert,6,WaybackMachine_Expert,3,0.9502566319126535,0,1,0,0,2.362980768644386,2.3084366961838616,0.044045153914863994,3,6,1
103,7,3,1,Debugging_Expert,1,Debugging_Expert,3,0.999999,1,1,1,0,2.531096186160937,2.5651563414059457,0.989999,6,1,1
104,10,3,1,Data_Retrieval_Expert,1,Data_Retrieval_Expert,2,0.9999978870527113,1,1,1,0,2.3477807805247126,2.353179686374442,0.9499989999999999,2,1,1
105,10,3,5,WebServing_Expert,5,WebServing_Expert,3,0.9945726360477471,1,1,1,0,2.4136895254376696,2.3559359637456048,0.030913798577244748,0,5,1
106,10,3,2,Culinary_Awards_Expert,0,Computer_terminal,8,0.999999,0,0,0,0,2.216416667388198,2.4297215687433735,0.9499989999999999,3,0,1
107,9,3,0,DataAnalysis_Expert,6,Computer_terminal,3,0.9735200186471807,0,0,0,0,2.453279935325501,2.436852946086997,0.9499989999999999,6,6,0
108,6,3,1,Verification_Expert,2,Computer_terminal,1,0.9596379115369542,0,0,0,0,2.5935449539600133,2.5642360347914854,0.03131607279035448,2,2,0
109,10,3,6,Boggle_Board_Expert,4,Boggle_Board_Expert,2,0.9502864031337117,0,1,0,0,2.378619837400172,2.3439565927684782,0.024197241338812167,4,4,0
110,10,3,5,Clinical_Trial_Data_Analysis_Expert,6,Clinical_Trial_Data_Analysis_Expert,4,0.9999985061795372,0,1,0,0,2.470745347959589,2.393544820784258,0.05145189355475166,6,6,0
111,10,3,9,Neurology_Expert,1,Literature_Expert,4,0.9999980806647606,0,0,0,0,2.3397173539363525,2.47051114084422,0.9499989999999999,6,1,1
112,10,3,8,Vegan_Food_Expert,7,Verification_Expert,3,0.9999978795731599,0,0,0,0,2.30162769079415,2.3086409096265146,0.9499978795731598,9,7,1
113,10,3,2,WikipediaHistory_Expert,6,WikipediaHistory_Expert,5,0.9999978739167651,0,1,0,0,2.299077189388492,2.2505946017005996,0.949997873916765,0,6,1
114,9,3,5,DataVerification_Expert,6,Geography_Expert,3,0.980584547490656,0,0,0,0,2.422130551375375,2.3566053326408665,0.04964731032938727,6,6,0
115,9,3,3,DataVerification_Expert,1,DataVerification_Expert,6,0.999999,0,1,0,0,2.447523808384793,2.416165584576139,0.049999000000000016,2,1,1
116,10,3,1,GIS_DataAnalysis_Expert,1,GIS_DataAnalysis_Expert,5,0.999998965395757,1,1,1,0,2.3715928696961703,2.258197228144253,0.9499989999999999,1,1,0
117,10,3,7,DataAnalysis_Expert,7,DataAnalysis_Expert,2,0.9731623056344568,1,1,1,0,2.416523933573645,2.372455962465321,0.052031424715187125,7,7,0
118,10,3,0,Debugging_Problem_Solving_Expert,7,Debugging_Problem_Solving_Expert,3,0.9638293290268807,0,1,0,0,2.4481870145637465,2.347925608071216,0.03383049865558385,7,7,0
119,6,3,1,Verification_Expert,3,Python_ScikitLearn_StatisticalAnalysis_Expert,2,0.9903780483275999,0,0,0,0,2.8248360755727813,2.8246172098848703,0.0014105185740963602,1,3,1
120,10,3,2,Movie_Expert,2,Movie_Expert,2,0.9423665337922639,1,1,1,0,2.4369967845862766,2.4018046790034355,0.04793773375938053,2,2,0
121,10,3,3,Church_Historian_Expert,1,Art_Historian_Expert,1,0.9861847772388983,0,0,0,0,2.2595666231476828,2.2317116826458965,0.9499989999999999,5,1,1
122,10,3,4,MerriamWebsterWordOfTheDay_Historian_Expert,8,Verification_Expert,1,0.9718374325111061,0,0,0,0,2.336729175600015,2.337022820952032,0.013420493343034606,8,8,0
123,7,3,2,Research_Expert,0,Literature_Expert,4,0.999999,0,0,0,0,2.542045263854731,2.5158538530478456,0.03054544349258447,0,0,0
124,5,3,1,GameTheory_Expert,1,VerificationExpert,3,0.999999,1,0,0,1,2.62129779688125,2.6212972712541847,6.386092697985291e-07,1,1,0
125,10,3,8,WebServing_Expert,3,WebServing_Expert,7,0.9942986977242081,0,1,0,0,2.3168252390774517,2.242869771353073,0.050489208041164524,0,3,1
